LLM,Intervention,Budget,pre score,post score
Claude 3.5-Sonnet,ambush,27,0.598634262,0.40821122
Claude 3.5-Sonnet,ambush,54,0.705540519,0.489698976
Claude 3.5-Sonnet,ambush,54,0.591462593,0.450714383
Claude 3.5-Sonnet,ambush,54,0.61178558,0.497515558
Claude 3.5-Sonnet,ambush,54,0.637278529,0.494795806
Claude 3.5-Sonnet,ambush,54,0.637997941,0.554159867
Claude 3.5-Sonnet,ambush,54,0.657069239,0.561605322
Claude 3.5-Sonnet,ambush,54,0.565642996,0.510032757
Claude 3.5-Sonnet,ambush,54,0.611565193,0.583906903
Claude 3.5-Sonnet,ambush,54,0.608588429,0.583804846
Claude 3.5-Sonnet,ambush,54,0.660871407,0.536608487
Claude 3.5-Sonnet,ambush,54,0.630494107,0.511111048
Claude 3.5-Sonnet,ambush,54,0.647364829,0.534074969
Claude 3.5-Sonnet,ambush,54,0.648040432,0.630887289
Claude 3.5-Sonnet,ambush,54,0.62590448,0.465714343
Claude 3.5-Sonnet,ambush,54,0.655117544,0.407654307
Claude 3.5-Sonnet,ambush,54,0.680536391,0.519254352
Claude 3.5-Sonnet,ambush,54,0.593379433,0.451758486
Claude 3.5-Sonnet,ambush,54,0.667879022,0.479781885
Claude 3.5-Sonnet,ambush,54,0.660475216,0.497682742
Claude 3.5-Sonnet,ambush,54,0.667438511,0.549326658
Claude 3.5-Sonnet,ambush,54,0.615722563,0.416025081
Claude 3.5-Sonnet,ambush,54,0.640552921,0.553286598
Claude 3.5-Sonnet,ambush,54,0.663213599,0.530217026
Claude 3.5-Sonnet,ambush,54,0.613040621,0.561769828
Claude 3.5-Sonnet,ambush,54,0.643214566,0.527191351
Claude 3.5-Sonnet,ambush,54,0.601464863,0.570840865
Claude 3.5-Sonnet,ambush,54,0.602917939,0.55996022
Claude 3.5-Sonnet,ambush,54,0.631954211,0.526873273
Claude 3.5-Sonnet,ambush,54,0.654793715,0.616339225
Claude 3.5-Sonnet,ambush,54,0.654191723,0.533581496
Claude 3.5-Sonnet,ambush,54,0.576406113,0.528713681
Claude 3.5-Sonnet,ambush,54,0.566485695,0.484394117
Claude 3.5-Sonnet,ambush,54,0.648076497,0.497383558
Claude 3.5-Sonnet,ambush,54,0.602090863,0.425520605
Claude 3.5-Sonnet,ambush,54,0.674822555,0.517756933
Claude 3.5-Sonnet,ambush,54,0.723407822,0.466674073
Claude 3.5-Sonnet,ambush,54,0.608611502,0.487226315
Claude 3.5-Sonnet,ambush,54,0.658146322,0.597809865
Claude 3.5-Sonnet,ambush,54,0.634151865,0.534817756
Claude 3.5-Sonnet,ambush,54,0.609832215,0.50801887
Claude 3.5-Sonnet,ambush,54,0.599693227,0.467599688
Claude 3.5-Sonnet,ambush,54,0.606993395,0.633053382
Claude 3.5-Sonnet,ambush,54,0.652884747,0.439874332
Claude 3.5-Sonnet,ambush,54,0.586942196,0.536561617
Claude 3.5-Sonnet,ambush,54,0.648484461,0.404056478
Claude 3.5-Sonnet,ambush,54,0.601691276,0.565800439
Claude 3.5-Sonnet,ambush,54,0.619636994,0.564813076
Claude 3.5-Sonnet,ambush,54,0.624219931,0.576132127
Claude 3.5-Sonnet,ambush,54,0.717619875,0.532382705
Claude 3.5-Sonnet,ambush,54,0.604303334,0.525236436
Claude 3.5-Sonnet,ambush,108,0.607422758,0.484206512
Claude 3.5-Sonnet,ambush,108,0.602818898,0.40053526
Claude 3.5-Sonnet,ambush,108,0.57985189,0.468409307
Claude 3.5-Sonnet,ambush,108,0.61671539,0.488608692
Claude 3.5-Sonnet,ambush,108,0.653227974,0.454398139
Claude 3.5-Sonnet,ambush,108,0.626875713,0.533128638
Claude 3.5-Sonnet,ambush,108,0.553552396,0.471202746
Claude 3.5-Sonnet,ambush,108,0.592434443,0.503987387
Claude 3.5-Sonnet,ambush,108,0.585587264,0.332356902
Claude 3.5-Sonnet,ambush,108,0.583649117,0.514339736
Claude 3.5-Sonnet,ambush,108,0.626332133,0.449657905
Claude 3.5-Sonnet,ambush,108,0.630728691,0.499922348
Claude 3.5-Sonnet,ambush,108,0.598670763,0.435325293
Claude 3.5-Sonnet,ambush,108,0.614244913,0.516453467
Claude 3.5-Sonnet,ambush,108,0.556531151,0.391554744
Claude 3.5-Sonnet,ambush,108,0.627643181,0.415272428
Claude 3.5-Sonnet,ambush,108,0.576953057,0.44198753
Claude 3.5-Sonnet,ambush,108,0.597647738,0.514732753
Claude 3.5-Sonnet,ambush,108,0.615797,0.448920589
Claude 3.5-Sonnet,ambush,108,0.612696861,0.44545978
Claude 3.5-Sonnet,ambush,108,0.55876371,0.456743698
Claude 3.5-Sonnet,ambush,108,0.573284647,0.427116862
Claude 3.5-Sonnet,ambush,108,0.540339895,0.408898032
Claude 3.5-Sonnet,ambush,108,0.601864783,0.425634716
Claude 3.5-Sonnet,ambush,108,0.599071071,0.423388494
Claude 3.5-Sonnet,ambush,108,0.575684778,0.445170367
Claude 3.5-Sonnet,ambush,108,0.59981571,0.47194797
Claude 3.5-Sonnet,ambush,108,0.578939585,0.477890629
Claude 3.5-Sonnet,ambush,108,0.562605055,0.439709842
Claude 3.5-Sonnet,ambush,108,0.595930875,0.51427131
Claude 3.5-Sonnet,ambush,108,0.632722453,0.435808567
Claude 3.5-Sonnet,ambush,108,0.633646082,0.415397209
Claude 3.5-Sonnet,ambush,108,0.61065571,0.488545685
Claude 3.5-Sonnet,ambush,108,0.564668541,0.437111524
Claude 3.5-Sonnet,ambush,108,0.614308166,0.434443184
Claude 3.5-Sonnet,ambush,108,0.605562647,0.460993877
Claude 3.5-Sonnet,ambush,108,0.6035056,0.428365906
Claude 3.5-Sonnet,ambush,108,0.598012359,0.44905396
Claude 3.5-Sonnet,ambush,108,0.591596851,0.460511711
Claude 3.5-Sonnet,ambush,108,0.589189908,0.446140505
Claude 3.5-Sonnet,ambush,108,0.616295555,0.445562219
Claude 3.5-Sonnet,ambush,108,0.602901317,0.446757283
Claude 3.5-Sonnet,ambush,108,0.586059444,0.396992547
Claude 3.5-Sonnet,ambush,108,0.578778444,0.463270472
Claude 3.5-Sonnet,ambush,108,0.564846728,0.479830961
Claude 3.5-Sonnet,ambush,108,0.601241439,0.461253936
Claude 3.5-Sonnet,ambush,108,0.627446874,0.496515094
Claude 3.5-Sonnet,ambush,108,0.601086227,0.444982412
Claude 3.5-Sonnet,ambush,108,0.547566162,0.497903664
Claude 3.5-Sonnet,ambush,108,0.634228052,0.409327206
Claude 3.5-Sonnet,neutral (brief),27,0.554799099,0.561738923
Claude 3.5-Sonnet,neutral (brief),27,0.585856038,0.520488915
Claude 3.5-Sonnet,neutral (brief),27,0.59842184,0.65351564
Claude 3.5-Sonnet,neutral (brief),27,0.551355406,0.611663113
Claude 3.5-Sonnet,neutral (brief),27,0.582665824,0.528098631
Claude 3.5-Sonnet,neutral (brief),27,0.587636067,0.584842462
Claude 3.5-Sonnet,neutral (brief),27,0.568027951,0.593848337
Claude 3.5-Sonnet,neutral (brief),27,0.582109903,0.53218536
Claude 3.5-Sonnet,neutral (brief),27,0.546473959,0.594747092
Claude 3.5-Sonnet,neutral (brief),27,0.568023976,0.622854994
Claude 3.5-Sonnet,neutral (brief),27,0.503965368,0.553447938
Claude 3.5-Sonnet,neutral (brief),27,0.585379538,0.534934184
Claude 3.5-Sonnet,neutral (brief),27,0.572202237,0.610049428
Claude 3.5-Sonnet,neutral (brief),27,0.59064933,0.473833999
Claude 3.5-Sonnet,neutral (brief),27,0.578714201,0.581530928
Claude 3.5-Sonnet,neutral (brief),27,0.586681057,0.539086931
Claude 3.5-Sonnet,neutral (brief),27,0.58341442,0.666025564
Claude 3.5-Sonnet,neutral (brief),27,0.634209736,0.666544895
Claude 3.5-Sonnet,neutral (brief),27,0.598914694,0.534538178
Claude 3.5-Sonnet,neutral (brief),27,0.633596896,0.543738697
Claude 3.5-Sonnet,neutral (brief),27,0.624799119,0.488951455
Claude 3.5-Sonnet,neutral (brief),27,0.540649465,0.501468336
Claude 3.5-Sonnet,neutral (brief),27,0.594013433,0.579754187
Claude 3.5-Sonnet,neutral (brief),27,0.542781308,0.440739135
Claude 3.5-Sonnet,neutral (brief),27,0.571961319,0.620063959
Claude 3.5-Sonnet,neutral (brief),27,0.564203086,0.557901595
Claude 3.5-Sonnet,neutral (brief),27,0.577934261,0.530018095
Claude 3.5-Sonnet,neutral (brief),27,0.601140949,0.555457817
Claude 3.5-Sonnet,neutral (brief),27,0.552939098,0.508098129
Claude 3.5-Sonnet,neutral (brief),27,0.581291076,0.61478705
Claude 3.5-Sonnet,neutral (brief),27,0.594851615,0.636248835
Claude 3.5-Sonnet,neutral (brief),27,0.56717424,0.644884146
Claude 3.5-Sonnet,neutral (brief),27,0.544742726,0.563076547
Claude 3.5-Sonnet,neutral (brief),27,0.577239408,0.527120966
Claude 3.5-Sonnet,neutral (brief),27,0.583007483,0.599700664
Claude 3.5-Sonnet,neutral (brief),27,0.53183323,0.651838046
Claude 3.5-Sonnet,neutral (brief),27,0.591686682,0.531212967
Claude 3.5-Sonnet,neutral (brief),27,0.561541012,0.572570037
Claude 3.5-Sonnet,neutral (brief),27,0.605474878,0.554433374
Claude 3.5-Sonnet,neutral (brief),27,0.572559575,0.530439769
Claude 3.5-Sonnet,neutral (brief),27,0.544990445,0.556286191
Claude 3.5-Sonnet,neutral (brief),27,0.596619286,0.54867596
Claude 3.5-Sonnet,neutral (brief),27,0.580785627,0.567026062
Claude 3.5-Sonnet,neutral (brief),27,0.550067112,0.476304424
Claude 3.5-Sonnet,neutral (brief),27,0.581103627,0.55924432
Claude 3.5-Sonnet,neutral (brief),27,0.611180392,0.709862789
Claude 3.5-Sonnet,neutral (brief),27,0.562557503,0.538160853
Claude 3.5-Sonnet,neutral (brief),27,0.603797879,0.610799491
Claude 3.5-Sonnet,neutral (brief),27,0.568455301,0.584031872
Claude 3.5-Sonnet,neutral (brief),27,0.575521329,0.583128721
Claude 3.5-Sonnet,neutral (brief),54,0.64213302,0.623653327
Claude 3.5-Sonnet,neutral (brief),54,0.64585034,0.656449796
Claude 3.5-Sonnet,neutral (brief),54,0.646870604,0.742235176
Claude 3.5-Sonnet,neutral (brief),54,0.68001069,0.632824644
Claude 3.5-Sonnet,neutral (brief),54,0.722560551,0.666992298
Claude 3.5-Sonnet,neutral (brief),54,0.683822981,0.595751423
Claude 3.5-Sonnet,neutral (brief),54,0.665025342,0.665206592
Claude 3.5-Sonnet,neutral (brief),54,0.618857187,0.664044614
Claude 3.5-Sonnet,neutral (brief),54,0.64501992,0.615333192
Claude 3.5-Sonnet,neutral (brief),54,0.648910319,0.760477282
Claude 3.5-Sonnet,neutral (brief),54,0.679020171,0.595069726
Claude 3.5-Sonnet,neutral (brief),54,0.686074755,0.587152945
Claude 3.5-Sonnet,neutral (brief),54,0.651466622,0.690226181
Claude 3.5-Sonnet,neutral (brief),54,0.735983626,0.616837106
Claude 3.5-Sonnet,neutral (brief),54,0.657565145,0.717929704
Claude 3.5-Sonnet,neutral (brief),54,0.659692228,0.671865709
Claude 3.5-Sonnet,neutral (brief),54,0.678311537,0.677814103
Claude 3.5-Sonnet,neutral (brief),54,0.70493815,0.70834622
Claude 3.5-Sonnet,neutral (brief),54,0.653614628,0.568079322
Claude 3.5-Sonnet,neutral (brief),54,0.625683708,0.736732771
Claude 3.5-Sonnet,neutral (brief),54,0.595832639,0.691036758
Claude 3.5-Sonnet,neutral (brief),54,0.715866982,0.620432881
Claude 3.5-Sonnet,neutral (brief),54,0.661753096,0.762715466
Claude 3.5-Sonnet,neutral (brief),54,0.656103603,0.71610962
Claude 3.5-Sonnet,neutral (brief),54,0.66103291,0.588820097
Claude 3.5-Sonnet,neutral (brief),54,0.712438144,0.640532823
Claude 3.5-Sonnet,neutral (brief),54,0.674468119,0.607467359
Claude 3.5-Sonnet,neutral (brief),54,0.651840014,0.645092897
Claude 3.5-Sonnet,neutral (brief),54,0.674381558,0.665562276
Claude 3.5-Sonnet,neutral (brief),54,0.612882649,0.594092112
Claude 3.5-Sonnet,neutral (brief),54,0.724362781,0.719610972
Claude 3.5-Sonnet,neutral (brief),54,0.64513434,0.667783807
Claude 3.5-Sonnet,neutral (brief),54,0.654880946,0.617365987
Claude 3.5-Sonnet,neutral (brief),54,0.652505507,0.609813203
Claude 3.5-Sonnet,neutral (brief),54,0.62296929,0.708102344
Claude 3.5-Sonnet,neutral (brief),54,0.685354688,0.581598762
Claude 3.5-Sonnet,neutral (brief),54,0.699658825,0.748372147
Claude 3.5-Sonnet,neutral (brief),54,0.686354425,0.735034943
Claude 3.5-Sonnet,neutral (brief),54,0.632645744,0.571514408
Claude 3.5-Sonnet,neutral (brief),54,0.717005025,0.56446858
Claude 3.5-Sonnet,neutral (brief),54,0.626257927,0.601411553
Claude 3.5-Sonnet,neutral (brief),54,0.646116066,0.548943071
Claude 3.5-Sonnet,neutral (brief),54,0.646649013,0.620615208
Claude 3.5-Sonnet,neutral (brief),54,0.715638069,0.613241942
Claude 3.5-Sonnet,neutral (brief),54,0.682165155,0.701270168
Claude 3.5-Sonnet,neutral (brief),54,0.643583852,0.603905917
Claude 3.5-Sonnet,neutral (brief),54,0.645136297,0.695735389
Claude 3.5-Sonnet,neutral (brief),54,0.772440911,0.63117957
Claude 3.5-Sonnet,neutral (brief),54,0.695520164,0.640226624
Claude 3.5-Sonnet,neutral (brief),54,0.707609735,0.644920982
Claude 3.5-Sonnet,neutral (brief),108,0.607373418,0.562131422
Claude 3.5-Sonnet,neutral (brief),108,0.673290585,0.55797604
Claude 3.5-Sonnet,neutral (brief),108,0.596216208,0.588019523
Claude 3.5-Sonnet,neutral (brief),108,0.591731674,0.634307893
Claude 3.5-Sonnet,neutral (brief),108,0.589612914,0.599623059
Claude 3.5-Sonnet,neutral (brief),108,0.633665116,0.692102605
Claude 3.5-Sonnet,neutral (brief),108,0.602309745,0.525697629
Claude 3.5-Sonnet,neutral (brief),108,0.593280083,0.611782933
Claude 3.5-Sonnet,neutral (brief),108,0.587695577,0.583594644
Claude 3.5-Sonnet,neutral (brief),108,0.649447667,0.57062186
Claude 3.5-Sonnet,neutral (brief),108,0.635208326,0.494355516
Claude 3.5-Sonnet,neutral (brief),108,0.634308101,0.587484194
Claude 3.5-Sonnet,neutral (brief),108,0.566338967,0.695450975
Claude 3.5-Sonnet,neutral (brief),108,0.658674386,0.557072318
Claude 3.5-Sonnet,neutral (brief),108,0.572335267,0.543021124
Claude 3.5-Sonnet,neutral (brief),108,0.626198087,0.593231968
Claude 3.5-Sonnet,neutral (brief),108,0.617199059,0.530049748
Claude 3.5-Sonnet,neutral (brief),108,0.577487053,0.633378573
Claude 3.5-Sonnet,neutral (brief),108,0.612400894,0.587478072
Claude 3.5-Sonnet,neutral (brief),108,0.654915601,0.553252308
Claude 3.5-Sonnet,neutral (brief),108,0.622608149,0.64119174
Claude 3.5-Sonnet,neutral (brief),108,0.60676847,0.654380741
Claude 3.5-Sonnet,neutral (brief),108,0.599328126,0.639711991
Claude 3.5-Sonnet,neutral (brief),108,0.628622227,0.713091233
Claude 3.5-Sonnet,neutral (brief),108,0.63531898,0.646683248
Claude 3.5-Sonnet,neutral (brief),108,0.604701081,0.598089622
Claude 3.5-Sonnet,neutral (brief),108,0.573011463,0.639579212
Claude 3.5-Sonnet,neutral (brief),108,0.611326478,0.605580868
Claude 3.5-Sonnet,neutral (brief),108,0.631303939,0.675259113
Claude 3.5-Sonnet,neutral (brief),108,0.61044392,0.601872859
Claude 3.5-Sonnet,neutral (brief),108,0.660187935,0.678463981
Claude 3.5-Sonnet,neutral (brief),108,0.62782393,0.629468996
Claude 3.5-Sonnet,neutral (brief),108,0.569683808,0.608101256
Claude 3.5-Sonnet,neutral (brief),108,0.670702229,0.593009746
Claude 3.5-Sonnet,neutral (brief),108,0.599170716,0.662229572
Claude 3.5-Sonnet,neutral (brief),108,0.603076641,0.652655498
Claude 3.5-Sonnet,neutral (brief),108,0.586180914,0.585175376
Claude 3.5-Sonnet,neutral (brief),108,0.625842255,0.664884444
Claude 3.5-Sonnet,neutral (brief),108,0.575914817,0.612347516
Claude 3.5-Sonnet,neutral (brief),108,0.596840873,0.674251797
Claude 3.5-Sonnet,neutral (brief),108,0.625573796,0.551687146
Claude 3.5-Sonnet,neutral (brief),108,0.631954627,0.549524486
Claude 3.5-Sonnet,neutral (brief),108,0.655989766,0.589832719
Claude 3.5-Sonnet,neutral (brief),108,0.624316377,0.57553666
Claude 3.5-Sonnet,neutral (brief),108,0.591419103,0.580635039
Claude 3.5-Sonnet,neutral (brief),108,0.565637848,0.601139346
Claude 3.5-Sonnet,neutral (brief),108,0.639868055,0.609169252
Claude 3.5-Sonnet,neutral (brief),108,0.677395696,0.607120531
Claude 3.5-Sonnet,neutral (brief),108,0.630458456,0.623189903
Claude 3.5-Sonnet,neutral (brief),108,0.638840597,0.585503704
